3 27 0.0113284 153.578
3 28 0.0107489 150.908
3 29 0.0100359 154.7
3 30 0.0101227 161.779
3 31 0.0111632 154.461
5 0 0.00998229 123.131
5 1 0.00984692 129.959
5 2 0.00970705 123.821
5 3 0.00659133 188.851
5 4 0.0100147 134.635
5 5 0.0113921 99.7489
5 6 0.0104297 133.904
5 7 0.0114574 140.394
5 8 0.0114541 141.509
5 9 0.0111784 142.188
5 10 0.0108242 138.973
5 11 0.0107704 138.659
5 12 0.0109259 142.147
5 13 0.0104605 140.283
5 14 0.00890633 145.894
5 15 0.0093175 196.688
5 16 0.00564527 215.234
5 17 0.00891857 112.516
5 18 0.0107275 128.142
5 19 0.010496 143.357
5 20 0.0108312 147.716
5 21 0.011074 163.021
5 22 0.0106404 166.633
5 23 0.0109195 157.934
5 24 0.0111135 172.607
5 25 0.0106604 173.492
5 26 0.0111387 160.084
5 27 0.0115216 162.275
5 28 0.0104387 164.655
5 29 0.0109831 172.138
5 30 0.0105271 173.179
5 31 0.0122396 157.157
6 0 0.00966333 146.51
6 1 0.00977535 159.893
6 2 0.00955861 168.825
6 3 0.00961865 182.217
6 4 0.00932945 172.75
6 5 0.00961184 170.54
6 6 0.00937761 170.355
6 7 0.00979191 168.431
6 8 0.010602 166.009
6 9 0.0103724 162.825
6 10 0.0100665 164.656
6 11 0.00950726 163.681
6 12 0.0102736 164.32
6 13 0.0100638 165.617
6 14 0.0101564 164.247
6 15 0.012062 197.417
6 16 0.00732382 217.447
6 17 0.00862378 165.328
6 18 0.0106471 164.825
6 19 0.0116023 167.229
6 20 0.0118924 166.106
6 21 0.0121412 171.797
6 22 0.0123802 168.953
6 23 0.0114189 168.767
6 24 0.0117206 163.473
6 25 0.0114709 164.037
6 26 0.0109994 164.157
6 27 0.010809 165.604
6 28 0.0116057 165.216
6 29 0.0112829 165.176
6 30 0.0112031 166.325
6 31 0.0113061 169.566
7 0 0.00764396 138.728
7 1 0.00814217 146.159
7 2 0.00812697 162.535
7 3 0.00825632 158.183
7 4 0.00838061 154.126
7 5 0.00885151 159.191
7 6 0.00940886 155.337
7 7 0.00873048 149.137
7 8 0.00898461 161.342
7 9 0.00928387 160.66
7 10 0.00916958 161.769
7 11 0.00899506 160.975
7 12 0.00843071 157.384
7 13 0.0086839 160.149
7 14 0.00798036 167.667
7 15 0.00816952 209.574
7 16 0.0044747 228.925
7 17 0.00641707 152.005
7 18 0.00738952 156.982
7 19 0.00756706 147.961
7 20 0.00852561 161.193
7 21 0.00802002 162.157
7 22 0.00852316 165.913
7 23 0.00842757 162.642
7 24 0.00845999 152.411
7 25 0.00842107 164.071
7 26 0.0088074 164.26
7 27 0.00843783 165.684
7 28 0.00864406 162.046
7 29 0.00886456 166.095
7 30 0.00921967 167.536
7 31 0.00910829 151.947
8 0 0.00729528 226.596
8 1 0.00706798 168.404
8 2 0.00738738 174.339
8 3 0.00741708 171.571
8 4 0.0078986 164.924
8 5 0.00803276 156.662
8 6 0.00786554 150.914
8 7 0.00772004 141.205
8 8 0.00762987 135.661
8 9 0.00764034 140.413
8 10 0.00742093 131.719
8 11 0.00763863 124.497
8 12 0.00766932 126.186
8 13 0.00791675 125.352
8 14 0.00711851 123.772
8 15 0.00734201 155.339
8 16 0.00404686 284.833
8 17 0.0108363 99.9771
8 18 0.0112172 128.999
8 19 0.0109946 134.292
8 20 0.0106456 145.445
8 21 0.00976472 936.122
8 22 0.00920843 150.355
8 23 0.00842187 155.752
8 24 0.00814438 150.079
8 25 0.00829861 143.349
8 26 0.00866388 1008.43
8 27 0.00776916 145.268
8 28 0.00844944 129.004
8 29 0.00860185 130.147
8 30 0.00913959 128.394
8 31 0.0100204 130.609
9 0 0.00854259 173.205
9 1 0.00836009 179.41
9 2 0.00857073 183.845
9 3 0.00823119 191.81
9 4 0.00752085 181.556
9 5 0.00732678 176.847
9 6 0.00774041 191.149
9 7 0.00750032 173.375
9 8 0.00845169 182.494
9 9 0.00896975 187.602
9 10 0.00870237 172.501
9 11 0.00788533 182.55
9 12 0.00773192 179.115
9 13 0.00829502 171.654
9 14 0.00747536 180.421
9 15 0.00949004 228.969
9 16 0.00646996 263.56
9 17 0.00684862 194.028
9 18 0.00792214 191.969
9 19 0.00838259 199.136
9 20 0.00872974 178.643
9 21 0.00858494 198.749
9 22 0.00823602 192.606
9 23 0.00948375 188.05
9 24 0.00998099 174.779
9 25 0.00954583 184.239
9 26 0.00905828 169.294
9 27 0.00981383 187.722
9 28 0.00925089 175.037
9 29 0.00962159 186.502
9 30 0.00937517 184.35
9 31 0.00968613 192.013
