5	14	-1468.5479304251	1.6101671927	6.91E-07
5	15	-1288.7586506391	1.520566402	6.91E-07
5	16	-1403.4571082605	1.6239914646	6.91E-07
5	17	-1441.8154565662	1.5638737112	6.91E-07
5	18	-1494.2147419058	1.621985971	6.91E-07
5	19	-1388.9525426395	1.5706886561	6.91E-07
5	20	-1345.6596046298	1.5044772119	6.91E-07
5	21	-1299.4505735757	1.5087679161	6.91E-07
5	22	-1369.8106633179	1.630157594	6.91E-07
5	23	-1370.8754955086	1.5748837965	6.91E-07
5	24	-1280.9458670485	1.5138271912	6.91E-07
5	25	-1312.8645828984	1.5264507059	6.91E-07
5	26	-1355.1327200195	1.5427838682	6.91E-07
5	27	-1309.0599523168	1.5084191275	6.91E-07
5	28	-1318.7485788442	1.5710001952	6.91E-07
5	29	-1308.4330379605	1.4692610149	6.91E-07
5	30	-1430.9294718484	1.5667926678	6.91E-07
5	31	-1252.5087764007	1.501455149	6.91E-07
6	0	-1141.9228295151	1.5818220608	6.91E-07
6	1	-1038.9853787438	1.5408679645	6.91E-07
6	2	-1119.5792492129	1.5688611571	6.91E-07
6	3	-1074.5075934607	1.5024625567	6.91E-07
6	4	-1054.6271074147	1.5120399734	6.91E-07
6	5	-1137.177463363	1.5308467201	6.91E-07
6	6	-1100.3217079283	1.5400499584	6.91E-07
6	7	-1047.0561104916	1.5214718532	6.91E-07
6	8	-1095.2419242621	1.5152228123	6.91E-07
6	9	-1144.7814647987	1.5504649052	6.91E-07
6	10	-1009.2042933865	1.5472759868	6.91E-07
6	11	-1078.3637802257	1.5483495424	6.91E-07
6	12	-1056.4459559831	1.4763011665	6.91E-07
6	13	-1104.0437628591	1.5593273566	6.91E-07
6	14	-1107.877144632	1.5425526627	6.91E-07
6	15	-1095.1191456725	1.5674900413	6.91E-07
6	16	-1003.1537804946	1.5386611616	6.91E-07
6	17	-1082.0035934021	1.5185090584	6.91E-07
6	18	-981.5016079438	1.4371891348	6.91E-07
6	19	-1099.2405089556	1.5555430186	6.91E-07
6	20	-1039.1197736439	1.5375321367	6.91E-07
6	21	-952.7091151497	1.4617045701	6.91E-07
6	22	-1071.970358368	1.5537506019	6.91E-07
6	23	-1082.2499841332	1.5573051965	6.91E-07
6	24	-1085.7370326325	1.539501436	6.91E-07
6	25	-1058.2424327276	1.5097227048	6.91E-07
6	26	-1122.0113512703	1.5429643898	6.91E-07
6	27	-1103.7528586175	1.5194226293	6.91E-07
6	28	-1078.0291679763	1.5438900472	6.91E-07
6	29	-1090.1003141607	1.5396895998	6.91E-07
6	30	-1071.134927447	1.5046274451	6.91E-07
6	31	-994.9926703596	1.4691023504	6.91E-07
7	0	-1025.7150378194	1.5644419735	6.91E-07
7	1	-1031.705880003	1.5300992343	6.91E-07
7	2	-1001.2423649323	1.4896596561	6.91E-07
7	3	-1100.8677798311	1.5275215923	6.91E-07
7	4	-1107.2819034084	1.5791174026	6.91E-07
7	5	-1067.8625686105	1.5379467254	6.91E-07
7	6	-1016.2471722845	1.512367306	6.91E-07
7	7	-1039.8542941975	1.5793890773	6.91E-07
7	8	-1029.850503791	1.5529480519	6.91E-07
7	9	-1033.7603274238	1.5280882916	6.91E-07
7	10	-989.4042834909	1.5403416234	6.91E-07
7	11	-1045.8447848314	1.5233234409	6.91E-07
7	12	-1031.3582245459	1.5606417686	6.91E-07
7	13	-974.0140195134	1.4937441606	6.91E-07
7	14	-902.3118010901	1.4704181338	6.91E-07
7	15	-1118.1357299055	1.6004581675	6.91E-07
7	16	-1089.4511322547	1.5877887521	6.91E-07
7	17	-1039.9313516765	1.5194776572	6.91E-07
7	18	-1006.7748254178	1.513948417	6.91E-07
7	19	-1044.4470179785	1.6028662111	6.91E-07
7	20	-1091.871178602	1.581171489	6.91E-07
7	21	-1091.7864832336	1.5407407888	6.91E-07
7	22	-1049.4749016687	1.488879889	6.91E-07
7	23	-1043.7274015533	1.5163458992	6.91E-07
7	24	-1007.0384250613	1.5799390822	6.91E-07
7	25	-994.588514633	1.5456452417	6.91E-07
7	26	-942.8515982968	1.5123652356	6.91E-07
7	27	-1087.7769686854	1.553764338	6.91E-07
7	28	-1058.2956588724	1.583337354	6.91E-07
7	29	-1028.3089502026	1.5099348607	6.91E-07
7	30	-967.2938874017	1.5348117967	6.91E-07
7	31	-1104.2238391953	1.6162386252	6.91E-07
8	0	-1056.8672455674	1.4928695851	6.91E-07
8	1	-1181.765749992	1.527934202	6.91E-07
8	2	-1180.9211952025	1.5394896729	6.91E-07
8	3	-1177.6964459444	1.5427692265	6.91E-07
8	4	-1135.277768442	1.4883339156	6.91E-07
8	5	-1156.3169611358	1.4785495691	6.91E-07
8	6	-1159.8974155819	1.4784919104	6.91E-07
8	7	-1178.7767590715	1.4917551905	6.91E-07
8	8	-1228.5851422452	1.5715225373	6.91E-07
8	9	-1221.4285372126	1.4845819081	6.91E-07
8	10	-1270.77864934	1.5724802242	6.91E-07
8	11	-1296.3263237062	1.5834179434	6.91E-07
8	12	-1185.4811584334	1.5221379369	6.91E-07
8	13	-1193.4878303356	1.4960319093	6.91E-07
8	14	-1254.6884280646	1.5220739003	6.91E-07
8	15	-1190.8468306561	1.4862452119	6.91E-07
8	16	-1134.5243835126	1.5345347409	6.91E-07
8	17	-1253.6936035972	1.5603364226	6.91E-07
8	18	-1197.0209014681	1.5201797145	6.91E-07
8	19	-1218.6459048035	1.5308430024	6.91E-07
8	20	-1213.2981808865	1.5207421057	6.91E-07
8	21	-207.745592712	1.2555682755	6.91E-07
8	22	-1256.7471181132	1.554860683	6.91E-07
8	23	-1239.4898146839	1.5369139932	6.91E-07
8	24	-1365.3200910064	1.6262926283	6.91E-07
8	25	-1210.3162993762	1.5112353633	6.91E-07
8	26	-133.4512473327	1.2625177135	6.91E-07
8	27	-1300.2097189568	1.5344181309	6.91E-07
8	28	-1376.9308811418	1.5890098711	6.91E-07
8	29	-1314.9230769772	1.5755448595	6.91E-07
8	30	-1306.4024997034	1.5741322525	6.91E-07
8	31	-1195.2723704698	1.5155059424	6.91E-07
9	0	-989.2647537981	1.6121580547	6.91E-07
9	1	-936.3295693489	1.4899782818	6.91E-07
9	2	-936.4074954757	1.5258857333	6.91E-07
9	3	-881.6758059763	1.4569504076	6.91E-07
9	4	-918.2142702336	1.4733377784	6.91E-07
9	5	-1014.0098114221	1.6353098894	6.91E-07
9	6	-884.2582820894	1.4835408459	6.91E-07
9	7	-980.4752624539	1.5751805347	6.91E-07
9	8	-1015.5806215894	1.5276335633	6.91E-07
9	9	-902.8997480837	1.4852805551	6.91E-07
9	10	-924.4788483	1.5490212339	6.91E-07
9	11	-989.6037311838	1.5606572707	6.91E-07
9	12	-928.358589739	1.5747799718	6.91E-07
9	13	-849.0850459565	1.5310557125	6.91E-07
9	14	-925.2357158812	1.5566493412	6.91E-07
9	15	-972.9831209528	1.5797983563	6.91E-07
9	16	-971.2369215979	1.5143132623	6.91E-07
9	17	-1019.7439014544	1.5095614318	6.91E-07
9	18	-993.2949730543	1.5471523308	6.91E-07
9	19	-989.4275048182	1.5236759365	6.91E-07
9	20	-1058.9407498845	1.6118391567	6.91E-07
9	21	-963.5017294267	1.5352947688	6.91E-07
9	22	-1040.8851301986	1.5423153121	6.91E-07
9	23	-1059.6563110073	1.5604374979	6.91E-07
9	24	-1012.9387751352	1.4985433842	6.91E-07
9	25	-1040.1678251459	1.5660895422	6.91E-07
9	26	-966.9490657201	1.5772088753	6.91E-07
9	27	-1000.1680868578	1.5133948859	6.91E-07
9	28	-972.1492246319	1.559476555	6.91E-07
9	29	-1036.2553635724	1.5652221174	6.91E-07
9	30	-995.0315701052	1.5613925124	6.91E-07
9	31	-913.513074085	1.4653524376	6.91E-07
